review_id,sentences_ids,sentences_texts,sentences_opinions
2372,941,I had it four months when my disc drive refused to open.,disc drive negative
1904,1487,"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works positive
2441,1626,"I used to build my own desktops from the component parts, and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).",Pentium 4 neutral <sep> 1 GB ram neutral
6,2789,Easy to start up and does not overheat as much as other laptops.,start up positive
1456,1887,"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.",keyboard negative <sep> speaker grill negative <sep> buttons negative <sep> USB ports negative
1128,2594,It made the computer much easier to use and navigate.,use positive <sep> navigate positive
1794,1071,"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs positive
2328,1818,This laptop looked brand new and was shipped very quickly.,shipped positive
1610,2071,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support positive <sep> performance neutral <sep> safety feature neutral
249,2351,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up positive
1972,2491,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications positive <sep> windows negative
2467,1540,"It even has a great webcam, and Skype works very well.",webcam positive <sep> Skype positive
392,2137,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software positive
679,2130,I also liked the glass screen.,glass screen positive
2126,2010,  Later it held zero charge and its replacement worked for less than three months.,charge negative
1591,2214,The program came with the computer and works beautifully.,program positive
2491,1811,"The Mac Snow Leopard O/S is extremely easy to use, although very different than Win XP, Visa or Win7.",Mac Snow Leopard O/S positive <sep> Win XP neutral <sep> Visa neutral <sep> Win7 neutral <sep> use positive
2562,2105,It's software and speed enable it to do amazing things.,software positive <sep> speed positive
1747,2992,Battery is not upgradable to a longer life battery.,Battery negative <sep> battery negative
0,2339,I charge it at night and skip taking the cord with me because of the good battery life.,cord neutral <sep> battery life positive
545,1953,"My Toshiba did not have sound on everything, just certain things.",sound negative
560,1617,The online tutorial videos make it super easy to learn if you have always used a PC.,online tutorial videos positive
2524,843,"The ""abuse"" is that I pushed the power plug in too hard.",power plug negative
242,1686,Another thing I might add is the battery life is excellent.,battery life positive
458,1375,That system is fixed.,system neutral
3022,394,"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",leather carrying case neutral <sep> keyboard neutral <sep> mouse neutral
66,1030,Also kinda loud when the fan was running.,fan negative
383,9,The Apple team also assists you very nicely when choosing which computer is right for you :),Apple team positive
2739,429,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped negative
3021,265,No tutorials on the display.,tutorials negative
2815,245,It is light and the battery last a very long time.,battery positive
1558,464,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery neutral <sep> hard disk neutral
1556,2936,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer positive
1485,191,3) Horrible customer support,customer support negative
2896,141,"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping negative <sep> repair center neutral
2713,2879,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work negative
54,810,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,WARRANTY SERVICE negative
386,2377,The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,video chat negative
636,435,They sent it back with a huge crack in it and it still didn't work.,work negative
613,274,The little battery that it did have would only last about an hour while just having it on the desktop.,battery negative
574,3016,"I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.",multi-touch features positive
1766,2452,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam positive
1330,2654,Other than that its a great performing machine and well meets all my needs and more.,performing positive
2747,2781,The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers negative
1134,1538,"The design is awesome, quality is unprecedented.",design positive <sep> quality positive
2706,859,"Its not just slow on the internet, its slow in general.",internet negative
2488,578,"The Final Cut Pro on this laptop is so fast and easy, and I can use this to seemlessly transfer all my work to my home computer, which is also a mac.",Final Cut Pro positive
1940,2836,"the mouse on the pad, the left button always sticks.",mouse on the pad neutral <sep> left button negative
389,2928,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,mouse positive
1131,1348,in May I started having problems with the USB ports not working.,USB ports negative
2791,1795,"Unfortunately, Apple's quality has continued to slide.",quality negative
2228,918, THE MOTHERBOARD IS DEAD !,MOTHERBOARD negative
72,463,Spent 2 hours on phone with HP Technical Support.,HP Technical Support neutral
1814,1469,"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans neutral
2073,1026,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug negative
1799,1723,The performance is awesome.,performance positive
414,2422,I need graphic power to run my Adobe Creative apps efficiently.,graphic power neutral <sep> Adobe Creative apps neutral
375,3049,"Yeah, of course smarty pants ""fix it now"")Software - Compared to the early 2011 edition I did see inbuilt applications crashing and it prompted me to send the report to Apple (which I promptly did).",inbuilt applications negative <sep> Software negative
711,1733,Games being the main issue.,Games negative
2738,534,A seventy dollar mouse!,mouse neutral
1136,1495,The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office positive
2383,838,"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard neutral <sep> port neutral <sep> plug negative
891,1906,"  Only a few days after I received the computer back, the screen froze again.",screen negative
590,2076,It's fast and has excellent battery life.,battery life positive
2451,1187,Another included program that is laughable is the chess game.,included program negative
385,1867,"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).",Vista negative <sep> Vista negative <sep> operating system neutral <sep> Vista negative
1162,2346,I'm already hooked on the sleek look and dependability that this laptop has shown.,look positive <sep> dependability positive
2592,2875,The Toshiba laptop I am using is easier to use than most I have tried.,use positive
833,3007,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM negative
1386,2157,This computer is exceptionally thin for it's screen size and processing power.,screen size positive <sep> processing power positive
2981,63,I've also had to have the keyboard replaced at my expense.,keyboard negative
1072,170,The battery has never worked well.,battery negative
1016,3045,Fan noise: The fan made a constant hissing noise in the background.,Fan negative <sep> fan negative
2885,1038,"Looks nice, but has a horribly cheap feel.",feel negative <sep> Looks positive
689,2863,The price and features more than met my needs.,price positive <sep> features positive
85,1541,The fact that you can spend over $100 on just a webcam underscores the value of this machine.,webcam neutral <sep> value positive
420,2022,It does not even have the software to play a dvd now.,software negative
2369,1129,"Did I mention everything about it, from size to weight to keyboard screams BULK?",size negative <sep> weight negative <sep> keyboard negative
2570,2621,"I upgraded it's RAM to 2GB, I am very happy with it.",RAM positive
2657,2329,"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard neutral
914,344,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive negative <sep> touch control buttons negative <sep> keyboard negative
2271,1084,THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,KEYBOARD FUNCTION negative
2889,1959,"The feel of this is better than the Toshiba, too.",feel positive
2436,830,  There's literally no way to make it sing with Vista.,Vista negative
2950,2914,Price and purpose is awesome!,Price positive
2802,1159,"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span negative
216,1471,"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery negative
2566,1268,Could not keep up with me and finally the hard drive went out.,hard drive negative
896,3011,"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS positive <sep> processor speed positive <sep> thunderbolt port positive
479,1757,"Great Laptop for the price, works well with action pack games.",price positive <sep> action pack games neutral <sep> works positive
1126,107,My laptop now has no battery.,battery negative
34,2587,"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.",Microsoft office for the mac negative
399,2471,"Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.",battery life positive <sep> speed positive
2373,1154,"So, after Apple replaced the hard drive I enjoyed another 4 months of my new computer, until it froze this morning--completely.",hard drive neutral
907,1400,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch negative <sep> switch negative
1390,1190,"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen negative
2391,670,Ease of use is just one of the benefits I love about my Mac.,use positive
1648,18,"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality positive <sep> value positive <sep> simplicity positive <sep> look positive
2827,1858,"The touchpad is extremely sensitive, which is the only drawback.",touchpad negative
2489,59,"The computer runs extremely slowly, whether opening Word or My Computer.",runs negative
3017,506,With notes saying they replaced the hard drive.,hard drive neutral
946,2086,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution negative <sep> resolution negative
654,2937,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed positive
397,2843,I am enjoying it and the quality it provides is great!,quality positive
243,2091,"One drawback, I wish the keys were backlit.",keys negative
371,3081,Once I removed all the software the laptop loads in 15-20 seconds.,software negative <sep> loads neutral
974,621,"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel negative
1530,2504,"Features such as the Dashboard (allows you to view frequently used tools like a calculator, weather forecast, movie times, calendar, computer post its etc.",Features neutral <sep> Dashboard neutral
2535,836,The AC power port becomes loose over time,AC power port negative
1055,2747,"Plain and simple, it(laptop) runs great and loads fast.",runs positive <sep> loads positive
1757,279,The MacBook is way too overpriced for something so simple and chaotic.,overpriced negative
610,809,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,WARRANTY COMPANY negative
89,460,Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charger negative <sep> hardware negative
1399,1436,"I have Vista, so I am unable to install and uninstall  some programs.",Vista negative <sep> programs negative <sep> install negative <sep> uninstall negative
1870,2631,"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing positive
2424,27,The ease of set up was terrific.,set up positive
226,911,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.",hard drive neutral <sep> motherboard neutral
141,331,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",battery life positive <sep> battery life positive <sep> gaming neutral <sep> movie playing neutral <sep> web browsing neutral <sep> word editing neutral
2831,1048,"-Bluetooth (2.1), Fingerprint Reader, Full 1920x1080 screen -Integrated Mic/Webcam* -Dual touchpad mode is interesting, and easy to use -5 USB ports -Runs about 38-41C on idle, Up to 65 (for me) on load -Very quiet -I could go on and on.",Bluetooth neutral <sep> Fingerprint Reader neutral <sep> screen positive <sep> Mic positive <sep> Dual touchpad mode positive <sep> USB ports neutral <sep> Webcam positive <sep> use positive <sep> Runs positive
1788,100,"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.","3 year warranty, neutral"
2295,2350,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,mousepad positive <sep> browsing positive
12,917," One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",GUI negative <sep> screen negative <sep> power light neutral <sep> hard drive ligh negative
971,140,I bought this laptop and found its TAB is not functioning.,TAB negative
1853,1534,"I have had another Mac, but it got slow due to an older operating system.",operating system negative
728,1580,A great computer for light home use and business use.,home use positive <sep> business use positive
1083,2246,"It has many great programs, such as ILife, iPhotos and others.",programs positive <sep> ILife positive <sep> iPhotos positive
778,1143,"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty neutral
1861,2890,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE positive
1775,2182,They are by far the easiest systems to actually learn about computers with.,systems positive
751,1370,"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista neutral
2429,2935,The battery life is probably an hour at best.,battery life negative
2558,2084,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",Win 7 positive <sep> 2GB stick of memory positive
2195,575,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power neutral <sep> memory neutral <sep> speed neutral
370,569,But the screen size is not that bad for email and web browsing.,screen size positive <sep> web browsing neutral
1259,2159,The battery life is also relatively good.,battery life positive
1338,1015,The Computer itself is a good product but the repair depot stinks.,repair depot negative
1754,1746,"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen neutral <sep> keyboard neutral <sep> screen positive <sep> island backlit keyboard positive <sep> multi-touch mouse positive <sep> mouse neutral
2021,440,"I love its solid build, light wt and excellent battery life (for now).",build positive <sep> wt positive <sep> battery life positive
1375,1430,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program.",trend micro neutral <sep> antiviral program neutral
2604,1070,"Also, I issued a replacement RMA for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen negative
1470,2727,Tried to make a recovey disk wouldnt get passed the first recovery disk.,recovey disk negative <sep> recovery disk negative
651,1696,The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.,size positive <sep> space negative
2895,719,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",keyboard positive <sep> weight positive <sep> use positive
674,832,"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support negative
2920,1845,  even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty negative
462,1338,The brand is tarnished in my heart.,brand negative
2628,2526,"Besides the great look, it is a great machine.",look positive
1031,452,"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size positive <sep> screen positive <sep> Windows neutral <sep> Linux neutral
319,392,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,techie negative
1856,3065,"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features positive <sep> budget positive
1160,1420, Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty negative
709,3047,"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff negative
2364,1747,Downfalls: sharp edges.,edges negative
2174,1717,( The iBook backup also uses a firewire connection).,iBook backup neutral <sep> firewire connectio neutral
448,309,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad positive
1243,1349,"They say it could be the motherboard again, but Dell",motherboard negative
137,1186,"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.",delete  key negative <sep> editing negative
2696,1926,Again in February my computer completely failed to the point that it could not load Windows so I contacted Acer to get it fixed thru my Warrenty and it took about 3 days fighting on the phone with agents and it seemed as though NONE of them spoke English.,Windows neutral <sep> Warrenty neutral <sep> agents negative
2204,982,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack neutral <sep> DC jack neutral <sep> power brick neutral
932,1283,"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge negative <sep> LCD neutral
2277,1716,There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,firewire cable system negative <sep> iBook neutral
2119,2203,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software neutral
2358,909,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",screen neutral <sep> screen neutral
2097,2279,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power positive <sep> flexibility positive
1319,938,"  Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use positive
78,1433,Nightly my computer defrags itself and runs a virus scan.,virus scan neutral
2667,1647,And the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram positive <sep> performance positive <sep> surf the web positive
2147,1467,"For me, keys were starting to get stuck and wouldn't type very well.",keys negative
1090,302,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance positive
2703,2417,Even though the computer is larger they did not make the keyboard larger.,keyboard negative
2035,2725,Sound card is limited though.,Sound card negative
1674,1613,"Also, macbooks come with much more features which are so cool!",features positive
1405,3077,For those that care about noise this thing doesn't really make any;,noise positive
1207,1968,Sure it has the one touch keys but that was the best feature of the computer.,one touch keys positive
2890,315,I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality positive
958,391,"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory neutral <sep> 17-inch screen neutral <sep> DVD positive <sep> CD burners positive
2526,2625,The resolution on the screen is almost pure HD.,resolution on the screen positive
2413,1803,"My friend just had to replace his entire motherboard, so did my wife, and it looks like I will have to as well.",motherboard negative
523,2649,"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",processor positive <sep> OSX 16 positive <sep> graphics positive <sep> hardware neutral <sep> software neutral
2991,2140,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates positive
2788,2097,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price positive
951,851,"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty negative
1938,113,"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen negative <sep> screen negative <sep> display negative
2075,1228,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping negative
2582,1542,"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter positive
823,2500,I was taught to use Photoshop and was amazed.,Photoshop positive
2723,3018,The feel of this machine compared to the old MacBook is far superior.,feel positive
1739,1179,"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks negative <sep> word processing program negative
80,2462,It's just as fast with one program open as it is with sixteen open.,program neutral
614,2128,I liked the aluminum body.,aluminum body positive
1428,2705,Registration/1st use is easy.,use positive
2951,2318,Wonderful zooming.,zooming positive
250,526,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive negative
770,1063,"Wireless has not been a issue for me, like some others have meantioned.",Wireless positive
2541,2952,"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs negative
1828,1810,"The minute you fire it up it's all good, very easy user interface.",user interface positive
2306,657,"It bluescreened on me without any warning, running simply basic Chrome.",Chrome negative
88,2050,"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system negative
2626,2208,I especially like the backlit keyboard.,backlit keyboard positive
434,128,"this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.",video card negative
2226,2975,The only bad thing about it is they give you the worst batteries possible.,batteries negative
2615,2792,"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen negative
1234,2707,"Would like more trendy, high tech features.",features negative
952,1008,Ive had to call tech support many times.,tech support neutral
555,151,The keyboard is top notch.,keyboard positive
1842,1391,the mouse pad and buttons are the worst i've ever seen.,mouse pad negative <sep> buttons negative
295,311,"The display is incredibly bright, much brighter than my PowerBook and very crisp.",display positive
1146,2243,It's wonderful for computer gaming.,gaming positive
2523,1163,"After numerous calls to Applecare tech support, I was directed to send in my computer;",Applecare tech support negative
2599,2393,"I love the size, keyboard, the functions.",size positive <sep> keyboard positive <sep> functions positive
1876,329,"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense negative
789,2993,It has good speed and plenty of hard drive space.,speed positive <sep> hard drive space positive
2594,2880,So we exchanged it for the same on and after 2 hours it didn't work.,work negative
311,2185,"High price tag, however.",price tag negative
1645,2386,I don't understand why only Windows 7 Starter is included.,Windows 7 Starter negative
2945,2332,"It is a REAL touchpad, not the toy I saw in other brands.",touchpad positive
1998,2420,They are about the same size keys.,keys neutral
762,842,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","warranty negative <sep> repair ""depot"" negative"
995,2469,This MacBook is an outstanding product with great value.,value positive
1471,2791,"Most everything is fine with this machine: speed, capacity, build.",speed positive <sep> capacity positive <sep> build positive
3019,1049,"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay negative
1212,1983,"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs positive <sep> price positive
998,1088,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY negative <sep> SERVICE negative
2876,2808,Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,Cords negative <sep> power negative <sep> headphones negative <sep> mic negative <sep> network connection negative <sep> setup negative <sep> cords negative <sep> cords negative
1547,2338,I take it everywhere with me because it's so easy to carry.,carry positive
1973,1648,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen positive <sep> gaming positive
520,2481,It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.,virus protection positive
2113,1936,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech negative
129,2381,"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life negative
2813,1749,"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork positive <sep> office negative <sep> word processor negative <sep> windows neutral <sep> document creation neutral
2398,1216,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,connection card neutral <sep> warranty negative <sep> warranty negative
2968,1765,It has a lot of memory and a great battery life.,memory positive <sep> battery life positive
1288,227,If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications neutral
2344,624,They claim call center is still down.,call center negative
790,2453,Clear picture on it and everything.,picture positive
2744,2722,I'm really impressed with the quality and performance for the price of the computer.,quality positive <sep> performance positive <sep> price positive
2165,1766,It is sleek and lightweight and charges quickly when needed.,charges positive
2048,98,It took several weeks just to get them to acknowledge that I owned the warranty.,warranty negative
1691,2819,"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software negative <sep> battery life negative <sep> webcam negative
2486,1383,The right speaker did not work.,right speaker negative
1600,1237,The So called laptop Runs to Slow and I hate it!,Runs negative
1374,1050,"*=Webcam is a bit laggy, not the greatest.",Webcam negative
2870,1606,I also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises negative <sep> bottom of the computer negative
1567,735,"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse negative
303,878,"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.",tech store negative
1174,607,tons of bloatware and junk programs.,programs negative
2587,1548,"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.",price positive <sep> performance positive <sep> built positive <sep> look positive
1371,109,Then it ceased charging at all.,charging negative
1709,1332,"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center negative
1833,1660,"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD positive <sep> program positive <sep> program positive
1364,1952,I had read online that some users were having sound problems.,sound negative
879,1263,HP said it was out of warranty.,warranty neutral
151,2923,"The battery life seems to be very good, and have had no issues with it.",battery life positive
799,2387,"Screen is awesome, battery life is good.",Screen positive <sep> battery life positive
1668,1850,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty neutral
845,2511,"Bigger HD, better graphics card, and a bid HD.",HD positive <sep> HD positive <sep> graphics card positive
2875,1964,This computer was so challenging to carry and handle.,carry negative <sep> handle negative
2476,2867,It has easy to use features and all the speed and power I could ask for.,features positive <sep> speed positive <sep> power positive
968,980,     First it burned or fused the power adapter plug.,power adapter plug negative
2866,23,"The laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry positive <sep> weight positive
1515,3082,This is not a serious gaming laptop or a serious media machine;,gaming negative
463,2962,"This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.",components negative <sep> ground loop isolator neutral <sep> price range negative <sep> quality negative
1933,2736,"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable negative <sep> mouse negative
2741,2301,when i first got it i thought the size of it was a joke.,size negative
2777,1299,"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges negative
1256,1379,"Some problems can be fixed if you purchase new software, but there is no guarentee.",software negative
1679,2306,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive neutral <sep> video games neutral
2028,1812,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation neutral <sep> apps positive
1522,2234,and it comes with the new OSX that comes with new features that makes the use more easy.,OSX positive <sep> features positive <sep> use positive
763,931,  But I needed a laptop for school use.,school use neutral
772,271,"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life negative <sep> programs negative
2606,99,"After way too many times sending the thing in for repairs (delivery service was slow, and without the laptop I had no access to the internet, and thus no way of tracking it to find out when I might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service negative
1217,1798,And that probably explains why I've already had my SATA controller go bad within a year of buying it.,SATA controller negative
2034,2311,"The battery holds up well, it's built very solidly, and runs fast.",battery positive <sep> built positive <sep> runs positive
1378,2978,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.,plastic piece negative <sep> usb port wires neutral
2934,1295,"As usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (I could see them).",customer service center negative
2409,2680,"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price positive
1444,2976,They only stay charged a little over an hour.,charged negative
1850,2674,One drawback I noticed was sound quality via USB.,sound quality via USB negative
1357,246,Very fast boot up and shut down.,boot up positive <sep> shut down positive
