Predicted sentiment tags,Gold sentiment tags
"[(45, 48, 'NEU'), (8, 14, 'NEU')]","[(20, 34, 'NEU'), (36, 43, 'NEG')]"
"[(144, 147, 'POS'), (126, 129, 'NEU')]","[(0, 3, 'POS'), (16, 19, 'NEU'), (64, 88, 'POS'), (119, 124, 'POS'), (158, 171, 'POS'), (181, 199, 'POS'), (213, 227, 'POS'), (229, 233, 'POS'), (250, 270, 'POS'), (293, 297, 'POS')]"
"[(50, 52, 'NEU')]","[(30, 36, 'NEU'), (64, 75, 'NEU'), (101, 106, 'POS')]"
[],"[(0, 5, 'POS'), (29, 33, 'NEU')]"
"[(8, 14, 'POS')]","[(16, 21, 'NEG'), (70, 74, 'NEU')]"
"[(23, 29, 'NEU')]","[(0, 4, 'POS'), (55, 61, 'NEU')]"
"[(25, 28, 'NEU')]","[(0, 5, 'POS'), (30, 33, 'NEU')]"
"[(13, 19, 'NEU')]","[(36, 42, 'NEU'), (75, 85, 'POS')]"
[],"[(8, 13, 'NEG'), (26, 32, 'POS')]"
"[(27, 29, 'NEG'), (15, 18, 'NEU'), (20, 20, 'POS')]","[(0, 6, 'NEG'), (22, 25, 'NEU')]"
"[(56, 59, 'NEU'), (41, 47, 'NEG')]","[(32, 34, 'NEU'), (56, 59, 'NEG')]"
"[(29, 37, 'POS')]","[(10, 13, 'POS'), (15, 21, 'POS'), (23, 27, 'NEG')]"
"[(0, 9, 'NEG')]","[(11, 14, 'POS'), (16, 22, 'POS'), (56, 74, 'NEG'), (76, 95, 'NEG')]"
[],"[(37, 40, 'NEG'), (55, 59, 'NEU')]"
"[(140, 144, 'NEG'), (40, 46, 'POS'), (146, 149, 'NEU'), (70, 74, 'NEU'), (61, 68, 'POS')]","[(13, 18, 'NEG'), (76, 84, 'NEU')]"
[],"[(15, 18, 'POS'), (39, 43, 'NEG')]"
"[(6, 15, 'POS')]","[(26, 33, 'NEG'), (45, 48, 'NEU'), (50, 54, 'NEU')]"
[],"[(12, 19, 'POS'), (56, 59, 'NEU')]"
"[(52, 57, 'NEU')]","[(4, 12, 'NEU'), (26, 38, 'NEG')]"
[],"[(0, 9, 'NEG'), (90, 94, 'NEU')]"
[],"[(0, 5, 'NEG'), (30, 33, 'NEU'), (54, 59, 'NEU')]"
"[(116, 121, 'NEU')]","[(49, 61, 'POS'), (93, 96, 'NEU')]"
"[(20, 23, 'NEG')]","[(5, 8, 'NEU'), (20, 27, 'POS'), (34, 49, 'POS')]"
"[(53, 58, 'POS')]","[(15, 21, 'NEU'), (23, 27, 'NEU'), (68, 77, 'NEG'), (68, 72, 'NEG')]"
